"";"unidade_planejamento";"regiao_administrativa";"local_trabalho";"meio_transporte";"tempo_deslocamento";"renda";"escolaridade";"sexo";"cor_raca";"peso_amostral_morador";"pop_ajustada";"pos_estrato"
"177";"Central";"Plano Piloto";"Central";"Ônibus";"Entre 30 minutos e 1 hora";2018,08513838552;"Médio completo";"Masculino";"Preta";5,02631578947368;382;530140107
"178";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11284,6505053529;"Superior completo";"Masculino";"Parda";16,8538257922262;3898;530110106
"179";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"180";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";21098,1628103941;"Superior completo";"Feminino";"Branca";25,8778625954198;3390;530120210
"181";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Parda";20,8230769230769;2707;530120111
"182";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12579,3489313909;"Superior completo";"Masculino";"Branca";10,8148148148148;584;530130106
"183";"Central";"Plano Piloto";"Central";"Bicicleta";"Até 30 minutos";10344,2629632401;"Superior completo";"Masculino";"Parda";23,9235466903636;6223;530110108
"184";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3479,43390581714;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"185";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18807,7508422548;"Superior completo";"Masculino";"Branca";23,9235466903636;6223;530110108
"186";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14105,8131316911;"Superior completo";"Feminino";"Branca";19,6903182775035;5629;530110207
"187";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8086,72431303698;"Superior completo";"Feminino";"Branca";18,929347826087;3483;530120208
"188";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13477,8738550616;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"189";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7063,29798434932;"Superior completo";"Masculino";"Branca";48,4254012043183;4764;530110110
"190";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";3210,58999288605;"Médio completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"191";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";5503,86855923323;"Superior completo";"Feminino";"Parda";17,8878048780488;3667;530120209
"192";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4701,9377105637;"Superior completo";"Masculino";"Parda";20,8844017095613;5111;530110107
"193";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10344,2629632401;"Superior completo";"Feminino";"Parda";17,3030998450216;4192;530110206
"194";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"195";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Masculino";"Branca";7,67948717948718;1198;530130109
"196";"Central";"Plano Piloto";"Central Adjacente 2";"Ônibus";"Entre 30 minutos e 1 hora";2935,39656492439;"Médio completo";"Masculino";"Branca";6,52380952380952;411;530140110
"197";"Central";"Plano Piloto";"Oeste";"Ônibus";"Entre 30 minutos e 1 hora";5045,2128459638;"Médio completo";"Feminino";"Preta";19,6903182775035;5629;530110207
"198";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6421,17998577211;"Superior completo";"Feminino";"Parda";17,8878048780488;3667;530120209
"199";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"200";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"201";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Feminino";"Parda";9,02739726027397;1318;530130207
"202";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";1284,23599715442;"Médio completo";"Feminino";"Branca";6,47142857142857;453;530140209
"203";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";7188,19938936621;"Superior completo";"Feminino";"Parda";14,4037556006261;5349;530110210
"204";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Parda";19,5866666666667;2938;530120110
"205";"Central";"Plano Piloto";"Central";"A pé";"Até 30 minutos";6421,17998577211;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207
"206";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Branca";23,9235466903636;6223;530110108
"207";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7188,19938936621;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"208";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6289,67446569543;"Superior completo";"Feminino";"Parda";8,69724770642202;948;530130210
"209";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3669,24570615549;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210
"210";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Médio completo";"Masculino";"Branca";6,52380952380952;411;530140110
"211";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";16173,448626074;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"212";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18869,0233970863;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"213";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Feminino";"Branca";19,6903182775035;5629;530110207
"214";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Masculino";"Branca";20,8844017095613;5111;530110107
"215";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";1375,96713980831;"Médio incompleto";"Feminino";"Preta";105,125592359638;3695;530110213
"216";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";0;"Superior incompleto";"Feminino";"Preta";17,3030998450216;4192;530110206
"217";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11284,6505053529;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"218";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7523,10033690193;"Médio completo";"Masculino";"Parda";19,5866666666667;2938;530120110
"219";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2162,8913468593;"Médio completo";"Masculino";"Branca";11,131455399061;2371;530120107
"220";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";940,387542112741;"Médio completo";"Feminino";"Branca";17,25;2415;530120206
"221";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1467,6982824622;"Médio completo";"Masculino";"Branca";20,8230769230769;2707;530120111
"222";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2350,96885528185;"Superior completo";"Feminino";"Branca";13,1032863849765;2791;530120207
"223";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";6879,83569904154;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"224";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";5320,40627392546;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208
"225";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";13759,6713980831;"Superior completo";"Masculino";"Branca";20,8230769230769;2707;530120111
"226";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";5962,52427250267;"Superior completo";"Masculino";"Parda";11,131455399061;2371;530120107
"227";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";13759,6713980831;"Superior completo";"Masculino";"Parda";16,2433862433862;3070;530120109
"228";"Central";"Plano Piloto";"Central Adjacente 1";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Feminino";"Parda";18,929347826087;3483;530120208
"229";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6289,67446569543;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"230";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12842,3599715442;"Superior completo";"Feminino";"Branca";11,2264150943396;595;530130211
"231";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";6421,17998577211;"Superior completo";"Masculino";"Branca";14,695;2939;530120108
"232";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1834,62285307774;"Médio completo";"Masculino";"Parda";4,70512820512821;367;530140106
"233";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1009,04256919276;"Superior completo";"Feminino";"Parda";4,1685393258427;371;530140207
"234";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Médio completo";"Masculino";"Branca";5,02631578947368;382;530140107
"235";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4586,55713269436;"Médio completo";"Feminino";"Branca";4,1685393258427;371;530140207
"236";"Central";"Plano Piloto";"Central Adjacente 2";"Automóvel";"Até 30 minutos";10782,2990840493;"Superior completo";"Feminino";"Parda";9,73793103448276;1412;530130209
"237";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";12579,3489313909;"Superior completo";"Masculino";"Parda";6,67857142857143;1309;530130108
"238";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";1174,15862596976;"Médio completo";"Feminino";"Branca";4,66666666666667;364;530140206
"239";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";22015,4742369329;"Superior completo";"Feminino";"Branca";17,8878048780488;3667;530120209
"240";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";1031,7287032538;"Médio completo";"Feminino";"Parda";5,08333333333333;427;530140208
"241";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Branca";6,67857142857143;1309;530130108
"242";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4492,62461835388;"Superior completo";"Masculino";"Branca";10,8148148148148;584;530130106
"243";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";1617,3448626074;"Médio completo";"Feminino";"Parda";22,659793814433;2198;530120205
"244";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2336,16480154402;"Superior incompleto";"Masculino";"Parda";17,7539682539683;2237;530120106
"245";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3118,85885023217;"Médio completo";"Masculino";"Parda";6,52380952380952;411;530140110
"246";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2293,27856634718;"Superior completo";"Feminino";"Branca";4,66666666666667;364;530140206
"247";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110
"248";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Preta";17,7539682539683;2237;530120106
"249";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11007,7371184665;"Superior completo";"Feminino";"Preta";13,1032863849765;2791;530120207
"250";"Central";"Plano Piloto";"Leste";"Automóvel";"Até 30 minutos";14105,8131316911;"Superior completo";"Masculino";"Parda";19,5866666666667;2938;530120110
"251";"Central";"Plano Piloto";"Leste";"Automóvel";"Até 30 minutos";14105,8131316911;"Superior completo";"Feminino";"Branca";25,8778625954198;3390;530120210
"252";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";1834,62285307774;"Médio completo";"Masculino";"Parda";20,8230769230769;2707;530120111
"253";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 1 hora e 1 hora e 30 minutos";5412,13741657935;"Superior completo";"Feminino";"Branca";23,1037037037037;3119;530120211
"254";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";10090,4256919276;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"255";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";4127,90141942493;"Superior completo";"Masculino";"Preta";4,79687359325068;5111;530110107
"256";"Central";"Plano Piloto";"Central";"Automóvel";"Entre 30 minutos e 1 hora";16173,448626074;"Superior completo";"Masculino";"Parda";6,60629921259843;839;530130107
"257";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior incompleto";"Feminino";"Branca";9,02739726027397;1318;530130207
"258";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";10782,2990840493;"Superior completo";"Feminino";"Branca";6,73684210526316;640;530130206
"259";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8985,24923670776;"Superior completo";"Feminino";"Parda";8,69724770642202;948;530130210
"260";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";11925,0485450053;"Superior completo";"Masculino";"Branca";7,03333333333333;844;530130110
"261";"Central";"Plano Piloto";"Central";"Ônibus";"Até 30 minutos";3728,63660447702;"Superior completo";"Feminino";"Branca";62,7103908914908;5349;530110210
"262";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Feminino";"Branca";11,2264150943396;595;530130211
"263";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";8255,80283884985;"Superior completo";"Masculino";"Parda";7,32142857142857;410;530130112
"264";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";3669,24570615549;"Superior completo";"Feminino";"Branca";17,25;2415;530120206
"265";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";5503,86855923323;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"266";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Feminino";"Branca";25,8778625954198;3390;530120210
"267";"Central";"Plano Piloto";"Central";"Transporte privado (empresa de aplicativo)";"Até 30 minutos";4586,55713269436;"Superior completo";"Feminino";"Parda";17,8878048780488;3667;530120209
"268";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";7338,49141231098;"Superior completo";"Masculino";"Branca";19,5866666666667;2938;530120110
"269";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";17970,4984734155;"Superior completo";"Masculino";"Parda";3,6734693877551;180;530130114
"270";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Masculino";"Branca";16,2433862433862;3070;530120109
"271";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";22932,7856634718;"Superior completo";"Feminino";"Parda";7,59345794392523;1625;530130208
"272";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";22932,7856634718;"Superior completo";"Masculino";"Parda";7,67948717948718;1198;530130109
"273";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";18346,2285307774;"Superior completo";"Masculino";"Branca";4,59615384615384;239;530130113
"274";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9173,11426538872;"Superior completo";"Feminino";"Branca";6,71875;430;530130212
"275";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";14376,3987787324;"Superior completo";"Feminino";"Branca";9,02739726027397;1318;530130207
"276";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";2751,93427961662;"Superior completo";"Masculino";"Branca";11,131455399061;2371;530120107
"277";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";9403,87542112741;"Superior completo";"Feminino";"Branca";6,53030303030303;431;530140210
"278";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";15986,5882159166;"Superior incompleto";"Masculino";"Branca";9,3695652173913;431;530140111
"279";"Central";"Plano Piloto";"Central";"Automóvel";"Até 30 minutos";15594,2942511608;"Superior completo";"Feminino";"Branca";7,59345794392523;1625;530130208
